<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.07.20	04:52:46	4001.19	4001.88	3998.61	3998.61	418	357	130944
2026.07.20	04:57:51	3998.61	4001.02	3997.75	4001.02	853	765	305028
2026.07.20	04:59:29	4001.02	4004.07	4000.80	4004.07	302	289	98014
2026.07.20	05:02:08	4004.07	4004.49	4001.22	4004.49	567	546	158854
2026.07.20	05:02:51	4004.49	4006.73	4003.46	4006.73	182	156	42242
2026.07.20	05:04:09	4006.73	4009.61	4006.34	4009.61	319	262	78035
2026.07.20	05:05:03	4009.61	4010.05	4006.78	4006.78	193	201	53567
2026.07.20	05:09:26	4006.78	4007.95	4004.68	4007.95	859	841	262964
2026.07.20	05:10:55	4007.95	4008.43	4005.16	4005.16	257	269	89443
2026.07.20	05:15:37	4005.16	4007.66	4004.39	4004.39	803	763	281878
2026.07.20	05:20:11	4004.39	4007.20	4003.93	4007.20	575	562	273375
2026.07.20	05:32:20	4007.20	4008.99	4005.72	4008.99	1832	1944	729343
2026.07.20	05:33:03	4008.99	4012.26	4008.99	4012.26	159	149	42343
2026.07.20	05:36:30	4012.26	4013.52	4010.25	4013.52	679	645	207192
2026.07.20	05:38:17	4013.52	4013.82	4010.55	4013.82	305	316	106538
2026.07.20	05:40:14	4013.82	4014.32	4011.05	4011.05	315	342	117735
2026.07.20	05:41:04	4011.05	4012.59	4009.32	4012.59	155	141	49436
2026.07.20	05:42:27	4012.59	4014.87	4011.60	4014.87	254	238	82990
2026.07.20	05:46:13	4014.87	4017.05	4013.78	4017.05	708	659	226229
2026.07.20	05:48:05	4017.05	4019.36	4016.09	4019.36	355	324	111894
2026.07.20	05:48:48	4019.36	4022.63	4019.36	4022.63	188	164	42574
2026.07.20	05:48:49	4022.63	4025.90	4022.63	4025.90	7	3	787
2026.07.20	05:49:04	4025.90	4028.74	4025.47	4025.47	76	97	15230
2026.07.20	05:50:33	4025.47	4026.64	4023.37	4026.64	337	291	88469
2026.07.20	05:50:48	4026.64	4026.82	4023.55	4023.55	63	58	14915
2026.07.20	05:51:53	4023.55	4024.66	4021.39	4021.39	231	232	65132
2026.07.20	05:53:17	4021.39	4024.06	4020.79	4024.06	305	245	83677
2026.07.20	05:54:57	4024.06	4025.86	4022.59	4022.59	309	295	100447
2026.07.20	06:00:01	4022.59	4023.99	4020.72	4020.72	873	838	303866
2026.07.20	06:05:51	4020.72	4022.86	4019.59	4019.59	1030	1009	349356
2026.07.20	06:10:42	4019.59	4021.76	4018.49	4021.76	893	817	290907
2026.07.20	06:13:07	4021.76	4023.69	4020.42	4023.69	389	333	144808
2026.07.20	06:15:49	4023.69	4025.07	4021.80	4025.07	552	531	162323
2026.07.20	06:26:53	4025.07	4026.92	4023.65	4023.65	1972	1823	663752
2026.07.20	06:31:36	4023.65	4024.93	4021.66	4021.66	769	720	283273
2026.07.20	06:35:03	4021.66	4022.03	4018.76	4018.76	541	503	206803
2026.07.20	06:35:10	4018.76	4021.89	4018.62	4021.89	21	25	6295
2026.07.20	06:37:02	4021.89	4023.92	4020.65	4023.92	302	303	112231
2026.07.20	06:42:43	4023.92	4026.58	4023.31	4026.58	662	643	340744
2026.07.20	06:54:01	4026.58	4028.06	4024.79	4024.79	1482	1348	677681
2026.07.20	07:02:43	4024.79	4026.06	4022.79	4026.06	1074	995	521819
2026.07.20	07:11:50	4026.06	4026.86	4023.59	4023.59	929	865	547238
2026.07.20	07:28:22	4023.59	4024.58	4021.31	4024.58	1692	1637	991783
2026.07.20	07:33:25	4024.58	4025.51	4022.24	4022.24	580	520	302812
2026.07.20	07:45:24	4022.24	4024.60	4021.33	4021.33	1223	1109	719167
2026.07.20	07:55:47	4021.33	4022.24	4018.97	4018.97	1201	1256	623368
2026.07.20	08:04:14	4018.97	4021.26	4017.99	4017.99	893	972	506094
2026.07.20	08:08:32	4017.99	4019.42	4016.15	4016.15	450	516	258663
2026.07.20	08:11:56	4016.15	4017.04	4013.77	4013.77	370	390	202672
2026.07.20	08:21:02	4013.77	4014.99	4011.72	4011.72	1183	1332	545471
2026.07.20	08:30:09	4011.72	4013.37	4010.10	4013.37	1109	1244	547711
2026.07.20	08:31:39	4013.37	4014.52	4011.25	4011.25	263	371	89162
2026.07.20	08:35:06	4011.25	4013.08	4009.81	4009.81	669	797	207427
2026.07.20	08:39:07	4009.81	4011.11	4007.84	4011.11	680	724	241051
2026.07.20	08:40:44	4011.11	4012.60	4009.33	4012.60	320	305	96396
2026.07.20	08:43:22	4012.60	4012.63	4009.36	4009.36	432	557	158631
2026.07.20	08:49:08	4009.36	4011.10	4007.83	4007.83	986	1134	345400
2026.07.20	08:54:15	4007.83	4008.70	4005.43	4008.70	878	891	306990
2026.07.20	08:56:36	4008.70	4010.47	4007.20	4010.47	375	398	140426
2026.07.20	09:02:01	4010.47	4011.67	4008.40	4011.67	803	870	325304
2026.07.20	09:05:30	4011.67	4011.82	4008.55	4008.55	569	674	208738
2026.07.20	09:06:56	4008.55	4010.13	4006.86	4010.13	222	220	86379
2026.07.20	09:11:46	4010.13	4011.87	4008.60	4008.60	692	752	289470
2026.07.20	09:21:04	4008.60	4009.64	4006.37	4009.64	1362	1456	557801
2026.07.20	09:26:14	4009.64	4009.68	4006.41	4006.41	769	867	310363
2026.07.20	09:32:16	4006.41	4006.98	4003.71	4003.71	923	951	362084
2026.07.20	09:41:22	4003.71	4006.14	4002.87	4006.14	1263	1432	545306
2026.07.20	09:46:51	4006.14	4007.17	4003.90	4007.17	689	749	329129
2026.07.20	09:53:08	4007.17	4007.69	4004.42	4004.42	657	791	376894
2026.07.20	10:00:31	4004.42	4005.86	4002.59	4002.59	969	1074	442520
2026.07.20	10:01:12	4002.59	4004.99	4001.72	4004.99	129	105	41089
2026.07.20	10:13:23	4004.99	4007.01	4003.74	4003.74	1411	1584	731692
2026.07.20	10:22:22	4003.74	4005.64	4002.37	4005.64	935	1018	538919
2026.07.20	10:24:29	4005.64	4007.86	4004.59	4007.86	448	450	126041
2026.07.20	10:25:03	4007.86	4008.81	4005.54	4005.54	87	110	33971
2026.07.20	10:29:56	4005.54	4006.61	4003.34	4006.61	834	727	293413
2026.07.20	10:30:15	4006.61	4009.78	4006.51	4009.78	73	62	19052
2026.07.20	10:30:47	4009.78	4011.50	4008.23	4008.23	127	157	31696
2026.07.20	10:33:02	4008.23	4010.21	4006.94	4010.21	371	360	134532
2026.07.20	10:34:22	4010.21	4013.13	4009.86	4013.13	238	219	80609
2026.07.20	10:36:04	4013.13	4015.58	4012.31	4015.58	310	329	101515
2026.07.20	10:37:54	4015.58	4017.63	4014.36	4014.36	252	319	110203
2026.07.20	10:39:01	4014.36	4016.44	4013.17	4016.44	208	210	66669
2026.07.20	10:42:26	4016.44	4019.32	4016.05	4019.32	496	508	204408
2026.07.20	10:44:52	4019.32	4020.98	4017.71	4020.98	459	412	146616
2026.07.20	10:47:30	4020.98	4021.98	4018.71	4018.71	493	446	157178
2026.07.20	10:51:40	4018.71	4019.10	4015.83	4015.83	557	602	249908
2026.07.20	10:56:38	4015.83	4019.02	4015.75	4019.02	517	508	298441
2026.07.20	11:00:20	4019.02	4019.97	4016.70	4019.97	499	450	221052
2026.07.20	11:01:00	4019.97	4022.99	4019.72	4022.99	130	87	40046
2026.07.20	11:02:00	4022.99	4023.72	4020.45	4020.45	204	212	60228
2026.07.20	11:02:35	4020.45	4023.70	4020.43	4023.70	134	77	35250
2026.07.20	11:05:06	4023.70	4025.67	4022.40	4022.40	420	361	150547
2026.07.20	11:07:05	4022.40	4022.62	4019.35	4019.35	242	281	119170
2026.07.20	11:12:45	4019.35	4021.89	4018.62	4021.89	778	677	340113
2026.07.20	11:14:16	4021.89	4023.65	4020.38	4023.65	222	172	90276
2026.07.20	11:16:48	4023.65	4026.73	4023.46	4026.73	423	268	152036
2026.07.20	11:18:29	4026.73	4028.01	4024.74	4024.74	219	236	101188
2026.07.20	11:20:21	4024.74	4027.11	4023.84	4023.84	226	238	111807
2026.07.20	11:24:48	4023.84	4026.32	4023.05	4026.32	582	504	266444
2026.07.20	11:24:55	4026.32	4029.59	4026.32	4029.59	37	11	6787
2026.07.20	11:25:53	4029.59	4030.76	4027.49	4027.49	170	175	58723
2026.07.20	11:27:25	4027.49	4027.83	4024.56	4024.56	189	222	91126
2026.07.20	11:30:14	4024.56	4024.79	4021.52	4021.52	363	370	168982
2026.07.20	11:36:28	4021.52	4022.24	4018.97	4022.24	799	767	374054
2026.07.20	11:44:09	4022.24	4025.05	4021.78	4021.78	715	773	461313
2026.07.20	11:51:04	4021.78	4023.01	4019.74	4019.74	789	840	414034
2026.07.20	12:01:36	4019.74	4020.65	4017.38	4020.65	1193	1308	632649
2026.07.20	12:05:39	4020.65	4020.77	4017.50	4017.50	427	473	242591
2026.07.20	12:08:30	4017.50	4018.40	4015.13	4018.40	372	402	170452
2026.07.20	12:13:06	4018.40	4020.96	4017.69	4020.96	497	524	276288
2026.07.20	12:25:16	4020.96	4022.18	4018.91	4018.91	1187	1330	730083
2026.07.20	12:27:50	4018.91	4019.89	4016.62	4016.62	243	293	153826
2026.07.20	12:33:41	4016.62	4018.19	4014.92	4018.19	755	638	350665
2026.07.20	12:41:38	4018.19	4020.70	4017.43	4020.70	893	686	477051
2026.07.20	12:46:31	4020.70	4021.09	4017.82	4017.82	521	487	292504
2026.07.20	12:48:02	4017.82	4020.80	4017.53	4020.80	165	149	91302
2026.07.20	12:49:38	4020.80	4023.18	4019.91	4023.18	197	181	95654
2026.07.20	12:50:20	4023.18	4023.42	4020.15	4020.15	96	126	42118
2026.07.20	13:01:10	4020.15	4021.57	4018.30	4018.30	1228	1212	649857
2026.07.20	13:05:55	4018.30	4021.37	4018.10	4021.37	530	555	284721
2026.07.20	13:20:43	4021.37	4022.09	4018.82	4022.09	1385	1506	887816
2026.07.20	13:33:58	4022.09	4024.37	4021.10	4024.37	1415	1380	795656
2026.07.20	13:38:31	4024.37	4024.48	4021.21	4021.21	429	454	272065
2026.07.20	13:53:59	4021.21	4024.14	4020.87	4024.14	1487	1468	928073
2026.07.20	14:00:43	4024.14	4025.82	4022.55	4025.82	831	821	403867
2026.07.20	14:03:00	4025.82	4027.43	4024.16	4024.16	391	405	136859
2026.07.20	14:10:50	4024.16	4025.48	4022.21	4022.21	1044	1042	470383
2026.07.20	14:15:01	4022.21	4022.96	4019.69	4022.96	571	585	250878
2026.07.20	14:25:13	4022.96	4023.98	4020.71	4020.71	937	1010	611565
2026.07.20	14:27:42	4020.71	4023.11	4019.84	4023.11	245	254	149658
2026.07.20	14:30:11	4023.11	4024.93	4021.66	4024.93	223	263	148674
2026.07.20	14:30:15	4024.93	4027.85	4024.58	4027.85	24	22	3660
2026.07.20	14:30:33	4027.85	4030.58	4027.31	4030.58	116	107	17930
2026.07.20	14:30:38	4030.58	4032.92	4029.65	4032.92	28	37	4975
2026.07.20	14:30:40	4032.92	4035.43	4032.16	4032.16	8	14	1543
2026.07.20	14:30:44	4032.16	4033.00	4029.73	4029.73	31	30	4591
2026.07.20	14:31:03	4029.73	4032.41	4029.14	4029.14	119	115	18962
2026.07.20	14:31:26	4029.14	4030.68	4027.41	4030.68	129	128	22471
2026.07.20	14:31:27	4030.68	4033.29	4030.02	4033.29	10	8	1332
2026.07.20	14:31:39	4033.29	4035.80	4032.53	4032.53	68	77	11395
2026.07.20	14:31:44	4032.53	4033.87	4030.60	4033.87	40	31	5318
2026.07.20	14:32:01	4033.87	4034.44	4031.17	4031.17	98	101	16294
2026.07.20	14:32:28	4031.17	4033.03	4029.76	4033.03	160	156	27042
2026.07.20	14:32:36	4033.03	4036.30	4033.03	4036.30	51	44	7751
2026.07.20	14:32:51	4036.30	4036.68	4033.41	4033.41	63	97	15791
2026.07.20	14:33:12	4033.41	4035.72	4032.45	4035.72	105	118	20468
2026.07.20	14:33:28	4035.72	4035.79	4032.52	4032.52	71	97	15891
2026.07.20	14:33:48	4032.52	4035.12	4031.85	4035.12	109	90	20339
2026.07.20	14:34:15	4035.12	4037.15	4033.88	4037.15	144	119	26685
2026.07.20	14:34:26	4037.15	4040.07	4036.80	4040.07	73	64	10994
2026.07.20	14:34:55	4040.07	4040.69	4037.42	4037.42	155	167	29036
2026.07.20	14:35:39	4037.42	4037.65	4034.38	4034.38	183	207	44219
2026.07.20	14:35:53	4034.38	4034.56	4031.29	4031.29	49	70	12981
2026.07.20	14:37:01	4031.29	4032.94	4029.67	4029.67	317	256	68682
2026.07.20	14:39:10	4029.67	4032.56	4029.29	4032.56	493	417	128909
2026.07.20	14:41:41	4032.56	4034.49	4031.22	4031.22	543	449	150217
2026.07.20	14:42:37	4031.22	4032.71	4029.44	4029.44	171	154	55753
2026.07.20	14:44:29	4029.44	4032.55	4029.28	4032.55	436	380	111938
2026.07.20	14:46:18	4032.55	4032.70	4029.43	4029.43	307	270	108873
2026.07.20	14:49:42	4029.43	4030.42	4027.15	4027.15	648	551	204072
2026.07.20	14:52:08	4027.15	4028.67	4025.40	4028.67	483	399	146191
2026.07.20	14:59:50	4028.67	4028.90	4025.63	4025.63	1076	978	461640
2026.07.20	15:00:27	4025.63	4025.68	4022.41	4022.41	134	126	37296
2026.07.20	15:00:45	4022.41	4022.41	4019.14	4019.14	80	101	17715
2026.07.20	15:02:28	4019.14	4021.26	4017.99	4017.99	413	382	103091
2026.07.20	15:02:31	4017.99	4017.99	4014.72	4014.72	11	20	2513
2026.07.20	15:03:06	4014.72	4015.69	4012.42	4015.69	252	195	34933
2026.07.20	15:03:47	4015.69	4016.62	4013.35	4013.35	206	212	41495
2026.07.20	15:04:11	4013.35	4015.72	4012.45	4015.72	133	91	23352
2026.07.20	15:04:42	4015.72	4016.75	4013.48	4013.48	143	150	30851
2026.07.20	15:05:01	4013.48	4016.12	4012.85	4016.12	100	56	19230
2026.07.20	15:07:06	4016.12	4017.77	4014.50	4014.50	461	394	124723
2026.07.20	15:09:33	4014.50	4016.11	4012.84	4016.11	553	428	147473
2026.07.20	15:11:32	4016.11	4017.07	4013.80	4013.80	363	340	118272
2026.07.20	15:13:20	4013.80	4015.93	4012.66	4012.66	332	304	108023
2026.07.20	15:15:27	4012.66	4014.34	4011.07	4011.07	464	398	126970
2026.07.20	15:16:19	4011.07	4013.19	4009.92	4013.19	224	195	51691
2026.07.20	15:18:31	4013.19	4013.49	4010.22	4013.49	408	407	132463
2026.07.20	15:20:06	4013.49	4015.27	4012.00	4012.00	287	310	94418
2026.07.20	15:22:00	4012.00	4012.37	4009.10	4009.10	370	346	113868
2026.07.20	15:24:48	4009.10	4010.44	4007.17	4007.17	582	503	168740
2026.07.20	15:26:14	4007.17	4010.03	4006.76	4010.03	336	225	85892
2026.07.20	15:27:40	4010.03	4013.12	4009.85	4013.12	252	193	85726
2026.07.20	15:31:26	4013.12	4014.09	4010.82	4014.09	569	517	225627
2026.07.20	15:35:35	4014.09	4014.29	4011.02	4014.29	711	577	248836
2026.07.20	15:40:00	4014.29	4014.95	4011.68	4011.68	624	552	264884
2026.07.20	15:42:43	4011.68	4011.69	4008.42	4008.42	432	364	162469
2026.07.20	15:44:58	4008.42	4009.90	4006.63	4009.90	435	324	135440
2026.07.20	15:45:22	4009.90	4012.18	4008.91	4012.18	131	82	23902
2026.07.20	15:46:25	4012.18	4013.95	4010.68	4013.95	232	159	63029
2026.07.20	15:49:25	4013.95	4015.85	4012.58	4012.58	617	467	179158
2026.07.20	15:53:04	4012.58	4012.83	4009.56	4009.56	505	434	219456
2026.07.20	15:54:57	4009.56	4012.32	4009.05	4009.05	282	232	112289
2026.07.20	16:00:10	4009.05	4011.16	4007.89	4011.16	826	681	313264
2026.07.20	16:02:12	4011.16	4013.12	4009.85	4013.12	496	414	121750
2026.07.20	16:06:20	4013.12	4013.80	4010.53	4010.53	910	757	248157
2026.07.20	16:13:04	4010.53	4011.28	4008.01	4011.28	1136	979	403560
2026.07.20	16:15:14	4011.28	4011.29	4008.02	4008.02	335	276	129881
2026.07.20	16:16:44	4008.02	4010.21	4006.94	4010.21	292	255	90190
2026.07.20	16:18:14	4010.21	4011.96	4008.69	4008.69	283	255	89654
2026.07.20	16:20:19	4008.69	4010.88	4007.61	4010.88	366	227	124910
2026.07.20	16:23:28	4010.88	4012.58	4009.31	4009.31	475	454	189040
2026.07.20	16:25:44	4009.31	4012.55	4009.28	4012.55	438	333	135688
2026.07.20	16:29:27	4012.55	4012.72	4009.45	4009.45	532	570	223252
2026.07.20	16:30:59	4009.45	4011.09	4007.82	4011.09	357	322	91801
2026.07.20	16:32:01	4011.09	4013.88	4010.61	4013.88	235	206	61780
2026.07.20	16:35:01	4013.88	4015.59	4012.32	4012.32	631	607	180121
2026.07.20	16:35:22	4012.32	4012.32	4009.05	4009.05	100	116	20426
2026.07.20	16:36:08	4009.05	4011.85	4008.58	4011.85	199	139	46519
2026.07.20	16:38:08	4011.85	4012.92	4009.65	4012.92	445	407	119691
2026.07.20	16:40:02	4012.92	4015.09	4011.82	4015.09	378	389	114346
2026.07.20	16:42:05	4015.09	4017.48	4014.21	4014.21	506	495	122431
2026.07.20	16:44:02	4014.21	4015.64	4012.37	4012.37	402	432	116544
2026.07.20	16:45:59	4012.37	4013.85	4010.58	4010.58	443	432	117805
2026.07.20	16:50:01	4010.58	4012.55	4009.28	4012.55	831	818	241666
2026.07.20	16:50:50	4012.55	4013.43	4010.16	4010.16	177	176	48713
2026.07.20	16:53:17	4010.16	4011.26	4007.99	4007.99	484	511	146933
2026.07.20	16:54:29	4007.99	4010.39	4007.12	4010.39	259	250	72228
2026.07.20	16:56:02	4010.39	4012.08	4008.81	4008.81	287	328	92745
2026.07.20	16:58:29	4008.81	4010.25	4006.98	4006.98	460	581	146713
2026.07.20	17:00:13	4006.98	4007.85	4004.58	4004.58	315	346	104207
2026.07.20	17:00:28	4004.58	4007.67	4004.40	4007.67	63	49	14281
2026.07.20	17:00:34	4007.67	4008.04	4004.77	4004.77	23	34	6609
2026.07.20	17:01:59	4004.77	4006.44	4003.17	4006.44	351	312	84931
2026.07.20	17:02:20	4006.44	4006.49	4003.22	4003.22	76	100	21124
2026.07.20	17:03:16	4003.22	4004.39	4001.12	4004.39	221	260	55036
2026.07.20	17:06:14	4004.39	4006.09	4002.82	4002.82	597	696	178529
2026.07.20	17:07:30	4002.82	4005.57	4002.30	4005.57	289	325	75908
2026.07.20	17:09:21	4005.57	4005.84	4002.57	4002.57	301	428	110750
2026.07.20	17:09:55	4002.57	4003.83	4000.56	4000.56	102	143	33304
2026.07.20	17:13:07	4000.56	4001.99	3998.72	4001.99	729	827	192126
2026.07.20	17:14:25	4001.99	4002.22	3998.95	3998.95	212	282	78408
2026.07.20	17:15:35	3998.95	4001.52	3998.25	4001.52	278	224	69980
2026.07.20	17:19:04	4001.52	4002.48	3999.21	4002.48	638	779	208389
2026.07.20	17:20:29	4002.48	4003.23	3999.96	3999.96	267	327	84762
2026.07.20	17:23:48	3999.96	4001.56	3998.29	4001.56	652	688	199045
2026.07.20	17:26:04	4001.56	4004.78	4001.51	4004.78	528	483	135258
2026.07.20	17:29:54	4004.78	4006.81	4003.54	4006.81	662	745	229671
2026.07.20	17:34:42	4006.81	4009.27	4006.00	4009.27	912	948	287945
2026.07.20	17:39:14	4009.27	4010.26	4006.99	4010.26	818	788	271754
2026.07.20	17:43:44	4010.26	4011.07	4007.80	4007.80	736	776	269805
2026.07.20	17:45:49	4007.80	4010.09	4006.82	4010.09	342	358	124902
2026.07.20	17:47:07	4010.09	4012.83	4009.56	4012.83	263	280	77938
2026.07.20	17:52:45	4012.83	4013.55	4010.28	4010.28	941	1090	338247
2026.07.20	17:55:06	4010.28	4010.68	4007.41	4007.41	330	422	140998
2026.07.20	17:59:02	4007.41	4008.35	4005.08	4005.08	801	876	235544
2026.07.20	18:00:38	4005.08	4007.61	4004.34	4007.61	376	355	96084
2026.07.20	18:01:46	4007.61	4009.16	4005.89	4009.16	225	276	68236
2026.07.20	18:05:51	4009.16	4010.99	4007.72	4007.72	684	757	244218
2026.07.20	18:08:25	4007.72	4010.04	4006.77	4010.04	478	407	154582
2026.07.20	18:08:54	4010.04	4012.67	4009.40	4012.67	78	75	28894
2026.07.20	18:09:40	4012.67	4015.56	4012.29	4015.56	195	227	45917
2026.07.20	18:09:58	4015.56	4018.59	4015.32	4018.59	88	95	17415
2026.07.20	18:10:40	4018.59	4019.65	4016.38	4016.38	177	205	41568
2026.07.20	18:11:26	4016.38	4016.67	4013.40	4013.40	184	209	46835
2026.07.20	18:13:47	4013.40	4015.62	4012.35	4015.62	534	480	140073
2026.07.20	18:15:23	4015.62	4015.96	4012.69	4012.69	329	364	96823
2026.07.20	18:17:34	4012.69	4014.56	4011.29	4011.29	334	370	130777
2026.07.20	18:23:14	4011.29	4014.39	4011.12	4014.39	1144	1104	338932
2026.07.20	18:28:18	4014.39	4016.49	4013.22	4016.49	904	834	304846
2026.07.20	18:33:54	4016.49	4016.77	4013.50	4013.50	984	971	335415
2026.07.20	18:38:37	4013.50	4014.62	4011.35	4011.35	729	793	282987
2026.07.20	18:46:02	4011.35	4013.40	4010.13	4013.40	1046	1069	444537
2026.07.20	18:51:13	4013.40	4016.22	4012.95	4016.22	761	656	311615
2026.07.20	18:57:11	4016.22	4016.58	4013.31	4013.31	788	797	357429
2026.07.20	19:03:14	4013.31	4014.74	4011.47	4014.74	889	866	363147
2026.07.20	19:06:59	4014.74	4017.85	4014.58	4017.85	518	498	224990
2026.07.20	19:12:04	4017.85	4018.53	4015.26	4015.26	727	745	304599
2026.07.20	19:15:30	4015.26	4016.06	4012.79	4012.79	421	435	206180
2026.07.20	19:25:16	4012.79	4014.55	4011.28	4011.28	1099	1090	585791
2026.07.20	19:30:56	4011.28	4013.56	4010.29	4010.29	645	715	339745
2026.07.20	19:40:08	4010.29	4012.49	4009.22	4012.49	1161	1099	551824
2026.07.20	19:41:23	4012.49	4012.52	4009.25	4009.25	116	137	75480
2026.07.20	19:41:24	4009.25	4009.25	4005.98	4005.98	0	0	0
2026.07.20	19:41:26	4005.98	4005.98	4002.71	4002.71	10	22	2471
2026.07.20	19:41:30	4002.71	4004.57	4001.30	4004.57	35	21	4374
2026.07.20	19:41:50	4004.57	4005.73	4002.46	4005.73	136	103	19811
2026.07.20	19:42:14	4005.73	4007.41	4004.14	4007.41	123	102	23391
2026.07.20	19:44:50	4007.41	4009.74	4006.47	4009.74	526	491	155932
2026.07.20	19:46:54	4009.74	4010.35	4007.08	4010.35	344	312	124243
2026.07.20	19:58:32	4010.35	4010.63	4007.36	4010.63	1417	1337	697832
2026.07.20	20:00:28	4010.63	4011.61	4008.34	4011.61	254	222	115349
2026.07.20	20:15:21	4011.61	4012.52	4009.25	4009.25	1798	1600	893300
2026.07.20	20:21:53	4009.25	4012.08	4008.81	4012.08	744	762	392264
2026.07.20	20:39:56	4012.08	4013.15	4009.88	4009.88	2032	2133	1082632
2026.07.20	20:45:17	4009.88	4010.57	4007.30	4007.30	609	653	320500
2026.07.20	20:50:46	4007.30	4008.07	4004.80	4004.80	701	656	329342
2026.07.20	21:00:23	4004.80	4007.00	4003.73	4007.00	1243	1198	576905
2026.07.20	21:09:42	4007.00	4009.73	4006.46	4009.73	1059	978	559334
2026.07.20	21:17:49	4009.73	4011.52	4008.25	4011.52	933	879	486868
2026.07.20	21:19:20	4011.52	4011.95	4008.68	4008.68	171	217	90061
2026.07.20	21:22:31	4008.68	4008.94	4005.67	4005.67	492	447	191221
2026.07.20	21:25:55	4005.67	4006.76	4003.49	4006.76	530	532	203727
2026.07.20	21:46:26	4006.76	4007.66	4004.39	4007.66	2355	2583	1230584
2026.07.20	22:04:00	4007.66	4008.86	4005.59	4005.59	2066	1883	1053845
2026.07.20	22:13:42	4005.59	4007.56	4004.29	4004.29	1128	1130	581913
2026.07.20	22:18:53	4004.29	4007.54	4004.27	4007.54	629	605	310973
2026.07.20	22:25:31	4007.54	4010.36	4007.09	4007.09	823	801	397760
2026.07.20	22:29:33	4007.09	4009.97	4006.70	4009.97	392	352	241826
2026.07.20	22:29:50	4009.97	4012.38	4009.11	4012.38	92	106	17456
2026.07.20	22:30:03	4012.38	4014.99	4011.72	4014.99	78	67	12277
2026.07.20	22:30:19	4014.99	4018.10	4014.83	4014.83	96	95	15641
2026.07.20	22:32:51	4014.83	4015.22	4011.95	4015.22	423	506	152393
2026.07.20	22:35:38	4015.22	4016.05	4012.78	4012.78	346	408	166987
2026.07.20	22:37:17	4012.78	4013.42	4010.15	4010.15	270	286	97974
2026.07.20	22:43:52	4010.15	4012.04	4008.77	4008.77	1000	992	394646
2026.07.20	22:44:20	4008.77	4009.25	4005.98	4005.98	85	76	28069
2026.07.20	22:46:17	4005.98	4008.55	4005.28	4008.55	336	338	116856
2026.07.20	22:55:50	4008.55	4010.07	4006.80	4006.80	1381	1388	573360
2026.07.20	23:02:21	4006.80	4009.13	4005.86	4009.13	1002	915	390734
2026.07.20	23:07:58	4009.13	4009.52	4006.25	4006.25	425	463	336742
2026.07.20	23:21:57	4006.25	4008.89	4005.62	4008.89	852	838	839032
2026.07.20	23:58:57	4008.89	4009.60	4006.92	4007.74	1722	1669	2220515
2026.07.21	01:05:33	4009.02	4009.99	4006.72	4006.72	290	308	272623
2026.07.21	01:24:55	4006.72	4008.17	4004.90	4008.17	1191	1399	1161418
2026.07.21	01:34:11	4008.17	4010.81	4007.54	4007.54	603	663	556396
2026.07.21	01:41:36	4007.54	4008.71	4005.44	4005.44	779	718	445002
2026.07.21	01:45:01	4005.44	4006.07	4002.80	4006.07	363	305	204877
2026.07.21	01:45:15	4006.07	4008.31	4005.04	4005.04	34	62	13977
2026.07.21	01:48:40	4005.04	4005.58	4002.31	4002.31	290	267	204536
2026.07.21	01:50:44	4002.31	4003.65	4000.38	4000.38	165	165	122694
2026.07.21	01:54:31	4000.38	4003.26	3999.99	3999.99	352	378	227294
2026.07.21	01:59:04	3999.99	4002.83	3999.56	4002.83	425	479	272110
2026.07.21	02:02:16	4002.83	4003.25	3999.98	4003.25	302	357	192031
2026.07.21	02:05:10	4003.25	4005.58	4002.31	4005.58	358	378	173874
2026.07.21	02:07:04	4005.58	4008.08	4004.81	4008.08	229	224	114298
2026.07.21	02:10:02	4008.08	4009.86	4006.59	4006.59	278	291	177289
2026.07.21	02:10:17	4006.59	4006.72	4003.45	4003.45	66	69	15521
2026.07.21	02:10:55	4003.45	4004.26	4000.99	4000.99	112	96	37560
2026.07.21	02:12:12	4000.99	4003.65	4000.38	4003.65	234	163	77137
2026.07.21	02:15:01	4003.65	4005.07	4001.80	4005.07	276	257	168767
2026.07.21	02:24:19	4005.07	4007.47	4004.20	4004.20	691	719	558270
2026.07.21	02:33:21	4004.20	4006.63	4003.36	4006.63	785	658	541904
2026.07.21	02:40:34	4006.63	4007.90	4004.63	4004.63	521	524	432445
2026.07.21	02:42:08	4004.63	4007.01	4003.74	4007.01	148	133	94311
2026.07.21	02:45:04	4007.01	4008.35	4005.08	4005.08	288	296	175907
2026.07.21	02:47:43	4005.08	4007.69	4004.42	4007.69	210	246	158671
2026.07.21	02:57:02	4007.69	4009.03	4005.76	4009.03	751	786	558727
2026.07.21	03:00:01	4009.03	4010.60	4007.33	4007.33	300	342	178673
2026.07.21	03:00:13	4007.33	4007.33	4004.06	4004.06	68	59	11824
2026.07.21	03:00:25	4004.06	4007.19	4003.92	4007.19	53	29	12063
2026.07.21	03:00:58	4007.19	4008.66	4005.39	4005.39	101	137	33079
2026.07.21	03:05:01	4005.39	4006.95	4003.68	4006.95	700	745	242541
2026.07.21	03:07:48	4006.95	4008.53	4005.26	4005.26	440	470	167036
2026.07.21	03:09:51	4005.26	4007.75	4004.48	4007.75	353	302	123021
