<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.08.03	09:03:50.177			179305	1.00000000	88
2026.08.03	09:03:50.185			179300	1.00000000	88
2026.08.03	09:03:50.185			179305	7.00000000	88
2026.08.03	09:03:50.187			179310	1.00000000	56
2026.08.03	09:03:50.188			179305	1.00000000	88
2026.08.03	09:03:50.200			179310	8.00000000	56
2026.08.03	09:03:50.222			179310	1.00000000	56
2026.08.03	09:03:50.262			179310	7.00000000	56
2026.08.03	09:03:50.264			179305	1.00000000	88
2026.08.03	09:03:50.265			179310	3.00000000	56
2026.08.03	09:03:50.270	179310				2
2026.08.03	09:03:50.270		179315			4
2026.08.03	09:03:50.286			179310	2.00000000	88
2026.08.03	09:03:50.292			179310	3.00000000	88
2026.08.03	09:03:50.293			179315	38.00000000	56
2026.08.03	09:03:50.293			179320	2.00000000	56
2026.08.03	09:03:50.294			179315	1.00000000	56
2026.08.03	09:03:50.300			179320	34.00000000	56
2026.08.03	09:03:50.301			179325	163.00000000	56
2026.08.03	09:03:50.301			179320	9.00000000	56
2026.08.03	09:03:50.302			179330	20.00000000	56
2026.08.03	09:03:50.302			179335	1.00000000	56
2026.08.03	09:03:50.302			179330	12.00000000	56
2026.08.03	09:03:50.302			179335	19.00000000	56
2026.08.03	09:03:50.302			179325	14.00000000	56
2026.08.03	09:03:50.303			179325	3.00000000	56
2026.08.03	09:03:50.304			179330	8.00000000	56
2026.08.03	09:03:50.304			179325	7.00000000	56
2026.08.03	09:03:50.305			179320	21.00000000	56
2026.08.03	09:03:50.305			179325	1.00000000	56
2026.08.03	09:03:50.305			179320	9.00000000	56
2026.08.03	09:03:50.307			179325	15.00000000	56
2026.08.03	09:03:50.316			179325	4.00000000	56
2026.08.03	09:03:50.328			179325	1.00000000	56
2026.08.03	09:03:50.328			179330	23.00000000	56
2026.08.03	09:03:50.329			179335	10.00000000	56
2026.08.03	09:03:50.329			179340	30.00000000	56
2026.08.03	09:03:50.331			179345	20.00000000	56
2026.08.03	09:03:50.339			179350	27.00000000	56
2026.08.03	09:03:50.346			179345	1.00000000	56
2026.08.03	09:03:50.375			179345	29.00000000	56
2026.08.03	09:03:50.375			179340	21.00000000	56
2026.08.03	09:03:50.375			179345	1.00000000	56
2026.08.03	09:03:50.376			179350	21.00000000	56
2026.08.03	09:03:50.376			179355	16.00000000	56
2026.08.03	09:03:50.376			179350	12.00000000	56
2026.08.03	09:03:50.376			179355	166.00000000	56
2026.08.03	09:03:50.380			179360	1.00000000	56
2026.08.03	09:03:50.380			179360	28.00000000	56
2026.08.03	09:03:50.380			179365	34.00000000	56
2026.08.03	09:03:50.380			179365	53.00000000	56
2026.08.03	09:03:50.380			179370	8.00000000	56
2026.08.03	09:03:50.380			179365	10.00000000	56
2026.08.03	09:03:50.380			179370	2.00000000	56
2026.08.03	09:03:50.380			179365	2.00000000	56
2026.08.03	09:03:50.380			179370	25.00000000	56
2026.08.03	09:03:50.380			179370	1.00000000	56
2026.08.03	09:03:50.380			179365	1.00000000	56
2026.08.03	09:03:50.380			179370	6.00000000	56
2026.08.03	09:03:50.381			179360	2.00000000	56
2026.08.03	09:03:50.381			179365	60.00000000	56
2026.08.03	09:03:50.411			179360	1.00000000	56
2026.08.03	09:03:50.414			179365	5.00000000	56
2026.08.03	09:03:50.423			179360	26.00000000	56
2026.08.03	09:03:50.424			179355	10.00000000	56
2026.08.03	09:03:50.425			179355	37.00000000	56
2026.08.03	09:03:50.426			179350	1.00000000	56
2026.08.03	09:03:50.427			179355	5.00000000	56
2026.08.03	09:03:50.428			179350	4.00000000	56
2026.08.03	09:03:50.428			179345	43.00000000	56
2026.08.03	09:03:50.428			179340	33.00000000	56
2026.08.03	09:03:50.428			179350	16.00000000	56
2026.08.03	09:03:50.432			179355	1.00000000	56
2026.08.03	09:03:50.432			179350	1.00000000	56
2026.08.03	09:03:50.434			179350	11.00000000	56
2026.08.03	09:03:50.434			179345	29.00000000	56
2026.08.03	09:03:50.435			179340	10.00000000	56
2026.08.03	09:03:50.437			179335	1.00000000	56
2026.08.03	09:03:50.438			179340	1.00000000	56
2026.08.03	09:03:50.438			179335	7.00000000	56
2026.08.03	09:03:50.439			179330	6.00000000	56
2026.08.03	09:03:50.447			179335	35.00000000	56
2026.08.03	09:03:50.449			179340	2.00000000	56
2026.08.03	09:03:50.449			179330	1.00000000	56
2026.08.03	09:03:50.449			179340	1.00000000	56
2026.08.03	09:03:50.451			179335	2.00000000	56
2026.08.03	09:03:50.454			179330	1.00000000	56
2026.08.03	09:03:50.460			179335	1.00000000	56
2026.08.03	09:03:50.490			179340	1.00000000	56
2026.08.03	09:03:50.494			179340	1.00000000	56
2026.08.03	09:03:50.495			179335	2.00000000	56
2026.08.03	09:03:50.497			179340	1.00000000	56
2026.08.03	09:03:50.505			179335	2.00000000	56
2026.08.03	09:03:50.506			179340	8.00000000	56
2026.08.03	09:03:50.507			179345	2.00000000	56
2026.08.03	09:03:50.525			179340	2.00000000	56
2026.08.03	09:03:50.540			179345	11.00000000	56
2026.08.03	09:03:50.543			179350	2.00000000	56
2026.08.03	09:03:50.546			179345	1.00000000	56
2026.08.03	09:03:50.560			179350	5.00000000	56
2026.08.03	09:03:50.561			179345	26.00000000	56
2026.08.03	09:03:50.564			179350	15.00000000	56
2026.08.03	09:03:50.566			179345	2.00000000	56
2026.08.03	09:03:50.566			179340	47.00000000	56
2026.08.03	09:03:50.575			179335	25.00000000	56
2026.08.03	09:03:50.577			179330	15.00000000	56
2026.08.03	09:03:50.615			179330	13.00000000	56
2026.08.03	09:03:50.615			179325	37.00000000	56
2026.08.03	09:03:50.617			179330	2.00000000	56
2026.08.03	09:03:50.617	179325				2
2026.08.03	09:03:50.617		179330			4
2026.08.03	09:03:50.633			179325	1.00000000	88
2026.08.03	09:03:50.642			179330	1.00000000	56
2026.08.03	09:03:50.657			179325	1.00000000	88
2026.08.03	09:03:50.661			179330	18.00000000	56
2026.08.03	09:03:50.661			179335	14.00000000	56
2026.08.03	09:03:50.662			179330	10.00000000	56
2026.08.03	09:03:50.663			179335	7.00000000	56
2026.08.03	09:03:50.669			179335	30.00000000	56
2026.08.03	09:03:50.669			179330	40.00000000	56
2026.08.03	09:03:50.669			179325	10.00000000	88
2026.08.03	09:03:50.670			179330	2.00000000	56
2026.08.03	09:03:50.674			179335	2.00000000	56
2026.08.03	09:03:50.691			179340	2.00000000	56
2026.08.03	09:03:50.711			179335	2.00000000	56
2026.08.03	09:03:50.745			179340	25.00000000	56
2026.08.03	09:03:50.749			179335	6.00000000	56
2026.08.03	09:03:50.777			179340	7.00000000	56
2026.08.03	09:03:50.799			179345	1.00000000	56
2026.08.03	09:03:50.802			179340	1.00000000	56
2026.08.03	09:03:50.815			179340	3.00000000	56
2026.08.03	09:03:50.822			179335	2.00000000	56
2026.08.03	09:03:50.826			179345	1.00000000	56
2026.08.03	09:03:50.838			179340	1.00000000	56
2026.08.03	09:03:50.841			179345	1.00000000	56
2026.08.03	09:03:50.847			179335	5.00000000	56
2026.08.03	09:03:50.852			179340	2.00000000	56
2026.08.03	09:03:50.858			179345	1.00000000	56
2026.08.03	09:03:50.862			179340	1.00000000	56
2026.08.03	09:03:50.865			179345	1.00000000	56
2026.08.03	09:03:50.866			179340	2.00000000	56
2026.08.03	09:03:50.875			179345	1.00000000	56
2026.08.03	09:03:50.877			179335	5.00000000	56
2026.08.03	09:03:50.879			179340	5.00000000	56
2026.08.03	09:03:50.894			179345	10.00000000	56
2026.08.03	09:03:50.912			179340	1.00000000	56
2026.08.03	09:03:50.922			179345	1.00000000	56
2026.08.03	09:03:50.927			179340	7.00000000	56
2026.08.03	09:03:50.958			179340	1.00000000	56
2026.08.03	09:03:50.959			179345	3.00000000	56
2026.08.03	09:03:50.961			179340	5.00000000	56
2026.08.03	09:03:50.964	179335				2
2026.08.03	09:03:50.964		179340			4
2026.08.03	09:03:50.975			179340	4.00000000	56
2026.08.03	09:03:50.975			179345	6.00000000	56
2026.08.03	09:03:50.975			179340	2.00000000	56
2026.08.03	09:03:50.976			179335	1.00000000	56
2026.08.03	09:03:50.978			179340	9.00000000	56
2026.08.03	09:03:50.979			179345	3.00000000	56
2026.08.03	09:03:50.988			179345	1.00000000	56
2026.08.03	09:03:50.997			179340	26.00000000	56
2026.08.03	09:03:51.031			179340	1.00000000	56
2026.08.03	09:03:51.031			179335	4.00000000	88
2026.08.03	09:03:51.032			179330	12.00000000	88
2026.08.03	09:03:51.052			179325	2.00000000	88
2026.08.03	09:03:51.064			179330	40.00000000	88
2026.08.03	09:03:51.080			179325	5.00000000	88
2026.08.03	09:03:51.086			179330	16.00000000	88
2026.08.03	09:03:51.087			179335	6.00000000	88
2026.08.03	09:03:51.099			179325	4.00000000	88
2026.08.03	09:03:51.103			179330	63.00000000	88
2026.08.03	09:03:51.103			179335	16.00000000	88
2026.08.03	09:03:51.108			179330	32.00000000	88
2026.08.03	09:03:51.122			179325	6.00000000	88
2026.08.03	09:03:51.123			179325	7.00000000	88
2026.08.03	09:03:51.130			179320	3.00000000	88
2026.08.03	09:03:51.130			179325	2.00000000	88
2026.08.03	09:03:51.141			179320	1.00000000	88
2026.08.03	09:03:51.143			179325	10.00000000	88
2026.08.03	09:03:51.156			179320	17.00000000	88
2026.08.03	09:03:51.156			179315	2.00000000	88
2026.08.03	09:03:51.156			179315	6.00000000	88
2026.08.03	09:03:51.158			179325	7.00000000	88
2026.08.03	09:03:51.163			179330	1.00000000	88
2026.08.03	09:03:51.168			179330	7.00000000	88
2026.08.03	09:03:51.173			179330	1.00000000	88
2026.08.03	09:03:51.175			179325	1.00000000	88
2026.08.03	09:03:51.189			179325	5.00000000	88
2026.08.03	09:03:51.194			179330	1.00000000	88
2026.08.03	09:03:51.203			179330	1.00000000	88
2026.08.03	09:03:51.210			179330	1.00000000	88
2026.08.03	09:03:51.213			179335	5.00000000	88
2026.08.03	09:03:51.213			179330	20.00000000	88
2026.08.03	09:03:51.213			179335	1.00000000	88
2026.08.03	09:03:51.218			179330	1.00000000	88
2026.08.03	09:03:51.227			179330	6.00000000	88
2026.08.03	09:03:51.227			179335	2.00000000	88
2026.08.03	09:03:51.230			179330	2.00000000	88
2026.08.03	09:03:51.241			179325	26.00000000	88
2026.08.03	09:03:51.246			179320	11.00000000	88
2026.08.03	09:03:51.252			179320	2.00000000	88
2026.08.03	09:03:51.258			179325	1.00000000	88
2026.08.03	09:03:51.283			179320	1.00000000	88
2026.08.03	09:03:51.285			179320	1.00000000	88
2026.08.03	09:03:51.290			179320	2.00000000	88
2026.08.03	09:03:51.296			179325	6.00000000	88
2026.08.03	09:03:51.296			179330	19.00000000	88
2026.08.03	09:03:51.296			179325	4.00000000	88
2026.08.03	09:03:51.300			179325	1.00000000	88
2026.08.03	09:03:51.315			179325	1.00000000	88
2026.08.03	09:03:51.315	179320				2
2026.08.03	09:03:51.323		179325			4
2026.08.03	09:03:51.341			179325	1.00000000	56
2026.08.03	09:03:51.344			179320	1.00000000	88
2026.08.03	09:03:51.361			179325	1.00000000	56
2026.08.03	09:03:51.378			179325	1.00000000	56
2026.08.03	09:03:51.399			179325	11.00000000	56
2026.08.03	09:03:51.400			179330	19.00000000	56
2026.08.03	09:03:51.420			179330	2.00000000	56
2026.08.03	09:03:51.421			179325	1.00000000	56
2026.08.03	09:03:51.442			179330	10.00000000	56
2026.08.03	09:03:51.452			179330	1.00000000	56
2026.08.03	09:03:51.457			179330	10.00000000	56
2026.08.03	09:03:51.466			179330	23.00000000	56
2026.08.03	09:03:51.477			179335	3.00000000	56
2026.08.03	09:03:51.497			179335	15.00000000	56
2026.08.03	09:03:51.499			179340	4.00000000	56
2026.08.03	09:03:51.514			179335	1.00000000	56
2026.08.03	09:03:51.532			179340	1.00000000	56
2026.08.03	09:03:51.554			179335	1.00000000	56
2026.08.03	09:03:51.556			179340	2.00000000	56
2026.08.03	09:03:51.556			179345	8.00000000	56
2026.08.03	09:03:51.557			179340	3.00000000	56
2026.08.03	09:03:51.583			179340	7.00000000	56
2026.08.03	09:03:51.584			179345	6.00000000	56
2026.08.03	09:03:51.611			179345	6.00000000	56
2026.08.03	09:03:51.617			179340	1.00000000	56
2026.08.03	09:03:51.647			179345	1.00000000	56
2026.08.03	09:03:51.652			179340	10.00000000	56
2026.08.03	09:03:51.667	179335				2
2026.08.03	09:03:51.667		179340			4
2026.08.03	09:03:51.686			179340	1.00000000	56
2026.08.03	09:03:51.693			179340	2.00000000	56
2026.08.03	09:03:51.703			179340	2.00000000	56
2026.08.03	09:03:51.716			179340	3.00000000	56
2026.08.03	09:03:51.716			179345	39.00000000	56
2026.08.03	09:03:51.724			179340	3.00000000	56
2026.08.03	09:03:51.724			179345	7.00000000	56
2026.08.03	09:03:51.736			179340	5.00000000	56
2026.08.03	09:03:51.736			179335	30.00000000	88
2026.08.03	09:03:51.736			179330	65.00000000	88
2026.08.03	09:03:51.738			179340	14.00000000	56
2026.08.03	09:03:51.738			179335	8.00000000	88
2026.08.03	09:03:51.738			179340	17.00000000	56
2026.08.03	09:03:51.739			179345	8.00000000	56
2026.08.03	09:03:51.768			179345	1.00000000	56
2026.08.03	09:03:51.772			179350	5.00000000	56
2026.08.03	09:03:51.798			179350	1.00000000	56
2026.08.03	09:03:51.836			179345	1.00000000	56
2026.08.03	09:03:51.855			179350	1.00000000	56
2026.08.03	09:03:51.857			179345	4.00000000	56
2026.08.03	09:03:51.880			179340	30.00000000	56
2026.08.03	09:03:51.882			179335	1.00000000	88
2026.08.03	09:03:51.895			179345	2.00000000	56
2026.08.03	09:03:51.933			179340	5.00000000	56
2026.08.03	09:03:51.935			179345	3.00000000	56
2026.08.03	09:03:51.940			179340	5.00000000	56
2026.08.03	09:03:51.963			179340	2.00000000	56
2026.08.03	09:03:51.963			179335	6.00000000	88
2026.08.03	09:03:51.978			179340	1.00000000	56
2026.08.03	09:03:51.983			179340	3.00000000	56
2026.08.03	09:03:51.993			179345	2.00000000	56
2026.08.03	09:03:51.995			179340	1.00000000	56
2026.08.03	09:03:52.003			179335	1.00000000	88
2026.08.03	09:03:52.009			179340	4.00000000	56
2026.08.03	09:03:52.017		179345			4
2026.08.03	09:03:52.030			179340	1.00000000	56
2026.08.03	09:03:52.072			179340	3.00000000	120
2026.08.03	09:03:52.072			179335	7.00000000	88
2026.08.03	09:03:52.072			179340	1.00000000	120
2026.08.03	09:03:52.074			179345	2.00000000	56
2026.08.03	09:03:52.075			179340	10.00000000	120
2026.08.03	09:03:52.100			179335	3.00000000	88
2026.08.03	09:03:52.107			179340	14.00000000	120
2026.08.03	09:03:52.107			179345	6.00000000	56
2026.08.03	09:03:52.110			179340	2.00000000	120
2026.08.03	09:03:52.118			179340	3.00000000	120
2026.08.03	09:03:52.122			179340	5.00000000	120
2026.08.03	09:03:52.138			179340	1.00000000	120
2026.08.03	09:03:52.144			179340	19.00000000	120
2026.08.03	09:03:52.144			179335	4.00000000	88
2026.08.03	09:03:52.153			179340	12.00000000	120
2026.08.03	09:03:52.153			179335	18.00000000	88
2026.08.03	09:03:52.160			179335	14.00000000	88
2026.08.03	09:03:52.160			179335	4.00000000	88
2026.08.03	09:03:52.160			179330	37.00000000	88
2026.08.03	09:03:52.161			179335	1.00000000	88
2026.08.03	09:03:52.161			179335	9.00000000	88
2026.08.03	09:03:52.161			179330	1.00000000	88
2026.08.03	09:03:52.161			179335	2.00000000	88
2026.08.03	09:03:52.177			179340	9.00000000	120
2026.08.03	09:03:52.193			179345	5.00000000	56
2026.08.03	09:03:52.203			179340	12.00000000	120
2026.08.03	09:03:52.203			179335	12.00000000	88
2026.08.03	09:03:52.219			179340	2.00000000	120
2026.08.03	09:03:52.219			179335	3.00000000	88
2026.08.03	09:03:52.251			179335	1.00000000	88
2026.08.03	09:03:52.254			179335	1.00000000	88
2026.08.03	09:03:52.270			179330	2.00000000	88
2026.08.03	09:03:52.270			179325	3.00000000	88
2026.08.03	09:03:52.270			179330	2.00000000	88
2026.08.03	09:03:52.270			179335	4.00000000	88
2026.08.03	09:03:52.315			179330	22.00000000	88
2026.08.03	09:03:52.315			179325	33.00000000	88
2026.08.03	09:03:52.316			179330	3.00000000	88
2026.08.03	09:03:52.338			179325	1.00000000	88
2026.08.03	09:03:52.346			179325	1.00000000	88
2026.08.03	09:03:52.355			179330	2.00000000	88
2026.08.03	09:03:52.371	179325				2
2026.08.03	09:03:52.371		179330			4
2026.08.03	09:03:52.386			179325	2.00000000	88
2026.08.03	09:03:52.396			179330	1.00000000	56
2026.08.03	09:03:52.404			179330	1.00000000	56
2026.08.03	09:03:52.418			179325	20.00000000	88
2026.08.03	09:03:52.428			179325	2.00000000	88
2026.08.03	09:03:52.435			179325	7.00000000	88
2026.08.03	09:03:52.437			179320	1.00000000	88
2026.08.03	09:03:52.438			179325	42.00000000	88
2026.08.03	09:03:52.438			179330	18.00000000	56
2026.08.03	09:03:52.438			179320	1.00000000	88
2026.08.03	09:03:52.438			179325	1.00000000	88
2026.08.03	09:03:52.442			179320	35.00000000	88
2026.08.03	09:03:52.442			179315	21.00000000	88
2026.08.03	09:03:52.442			179320	1.00000000	88
2026.08.03	09:03:52.444			179325	1.00000000	88
2026.08.03	09:03:52.444			179320	36.00000000	88
2026.08.03	09:03:52.450			179315	7.00000000	88
2026.08.03	09:03:52.456			179320	2.00000000	88
2026.08.03	09:03:52.456			179315	1.00000000	88
2026.08.03	09:03:52.457			179320	2.00000000	88
2026.08.03	09:03:52.461			179315	2.00000000	88
2026.08.03	09:03:52.469			179320	8.00000000	88
2026.08.03	09:03:52.488			179315	10.00000000	88
2026.08.03	09:03:52.493			179310	1.00000000	88
2026.08.03	09:03:52.510			179310	2.00000000	88
2026.08.03	09:03:52.517			179315	1.00000000	88
2026.08.03	09:03:52.524			179310	5.00000000	88
2026.08.03	09:03:52.525			179320	3.00000000	88
2026.08.03	09:03:52.530			179315	1.00000000	88
2026.08.03	09:03:52.541			179310	16.00000000	88
2026.08.03	09:03:52.549			179305	25.00000000	88
2026.08.03	09:03:52.549			179300	18.00000000	88
2026.08.03	09:03:52.549			179305	9.00000000	88
2026.08.03	09:03:52.550			179300	14.00000000	88
2026.08.03	09:03:52.564			179305	15.00000000	88
2026.08.03	09:03:52.565			179305	4.00000000	88
2026.08.03	09:03:52.583			179310	33.00000000	88
2026.08.03	09:03:52.594			179315	5.00000000	88
2026.08.03	09:03:52.603			179310	2.00000000	88
2026.08.03	09:03:52.605			179315	2.00000000	88
2026.08.03	09:03:52.629			179310	2.00000000	88
2026.08.03	09:03:52.657			179310	6.00000000	88
2026.08.03	09:03:52.658			179305	1.00000000	88
2026.08.03	09:03:52.659			179310	12.00000000	88
2026.08.03	09:03:52.659			179315	5.00000000	88
2026.08.03	09:03:52.660			179320	7.00000000	88
2026.08.03	09:03:52.662			179325	11.00000000	88
2026.08.03	09:03:52.685			179320	12.00000000	88
2026.08.03	09:03:52.708			179315	9.00000000	88
2026.08.03	09:03:52.717			179310	1.00000000	88
2026.08.03	09:03:52.722			179315	4.00000000	88
2026.08.03	09:03:52.722	179310				2
2026.08.03	09:03:52.722		179315			4
2026.08.03	09:03:52.724			179310	1.00000000	88
2026.08.03	09:03:52.727			179315	1.00000000	88
2026.08.03	09:03:52.735			179310	1.00000000	88
2026.08.03	09:03:52.768			179320	10.00000000	56
2026.08.03	09:03:52.801			179315	3.00000000	56
2026.08.03	09:03:52.809			179315	1.00000000	56
2026.08.03	09:03:52.811			179310	1.00000000	88
2026.08.03	09:03:52.820			179320	8.00000000	56
2026.08.03	09:03:52.842			179315	1.00000000	56
2026.08.03	09:03:52.842			179310	4.00000000	88
2026.08.03	09:03:52.842			179320	3.00000000	56
2026.08.03	09:03:52.843			179325	1.00000000	56
2026.08.03	09:03:52.864			179320	1.00000000	56
2026.08.03	09:03:52.864			179325	7.00000000	56
2026.08.03	09:03:52.869			179330	6.00000000	56
2026.08.03	09:03:52.869			179335	9.00000000	56
2026.08.03	09:03:52.869			179330	3.00000000	56
2026.08.03	09:03:52.887			179330	1.00000000	56
2026.08.03	09:03:52.892			179325	11.00000000	56
2026.08.03	09:03:52.929			179320	9.00000000	56
2026.08.03	09:03:52.929			179315	35.00000000	56
2026.08.03	09:03:52.929			179320	2.00000000	56
2026.08.03	09:03:52.943			179325	2.00000000	56
2026.08.03	09:03:52.968			179320	3.00000000	56
2026.08.03	09:03:52.971			179320	21.00000000	56
2026.08.03	09:03:52.972			179315	13.00000000	56
2026.08.03	09:03:52.975			179320	3.00000000	56
2026.08.03	09:03:52.977			179315	1.00000000	56
2026.08.03	09:03:52.977			179320	1.00000000	56
2026.08.03	09:03:52.978			179315	6.00000000	56
2026.08.03	09:03:52.984			179320	6.00000000	56
2026.08.03	09:03:52.984			179325	19.00000000	56
2026.08.03	09:03:52.985			179320	10.00000000	56
2026.08.03	09:03:52.990			179325	1.00000000	56
2026.08.03	09:03:53.007			179320	4.00000000	56
2026.08.03	09:03:53.013			179325	3.00000000	56
2026.08.03	09:03:53.014			179330	2.00000000	56
2026.08.03	09:03:53.036			179330	2.00000000	56
2026.08.03	09:03:53.036			179325	2.00000000	56
2026.08.03	09:03:53.039			179330	1.00000000	56
2026.08.03	09:03:53.069	179330				2
2026.08.03	09:03:53.069		179335			4
2026.08.03	09:03:53.081			179335	3.00000000	56
2026.08.03	09:03:53.082			179330	12.00000000	88
2026.08.03	09:03:53.083			179325	23.00000000	88
2026.08.03	09:03:53.086			179320	26.00000000	88
2026.08.03	09:03:53.093			179325	1.00000000	88
2026.08.03	09:03:53.102			179325	6.00000000	88
2026.08.03	09:03:53.107			179330	1.00000000	88
2026.08.03	09:03:53.121			179330	1.00000000	88
2026.08.03	09:03:53.130			179325	3.00000000	88
2026.08.03	09:03:53.131			179320	1.00000000	88
2026.08.03	09:03:53.134			179325	4.00000000	88
2026.08.03	09:03:53.134			179330	1.00000000	88
2026.08.03	09:03:53.154			179320	10.00000000	88
2026.08.03	09:03:53.169			179325	13.00000000	88
2026.08.03	09:03:53.171			179320	12.00000000	88
2026.08.03	09:03:53.171			179315	1.00000000	88
2026.08.03	09:03:53.173			179325	1.00000000	88
2026.08.03	09:03:53.190			179315	3.00000000	88
2026.08.03	09:03:53.191			179320	1.00000000	88
2026.08.03	09:03:53.192			179325	9.00000000	88
2026.08.03	09:03:53.195			179330	5.00000000	88
2026.08.03	09:03:53.197			179325	3.00000000	88
2026.08.03	09:03:53.204			179325	8.00000000	88
2026.08.03	09:03:53.204			179320	7.00000000	88
2026.08.03	09:03:53.206			179330	3.00000000	88
2026.08.03	09:03:53.249			179325	1.00000000	88
2026.08.03	09:03:53.257			179330	5.00000000	88
2026.08.03	09:03:53.259			179325	25.00000000	88
2026.08.03	09:03:53.267			179330	18.00000000	88
2026.08.03	09:03:53.268			179320	10.00000000	88
2026.08.03	09:03:53.287			179315	8.00000000	88
2026.08.03	09:03:53.299			179320	2.00000000	88
2026.08.03	09:03:53.309			179315	4.00000000	88
2026.08.03	09:03:53.312			179320	1.00000000	88
2026.08.03	09:03:53.317			179320	1.00000000	88
2026.08.03	09:03:53.319			179315	1.00000000	88
2026.08.03	09:03:53.329			179320	1.00000000	88
2026.08.03	09:03:53.340			179320	1.00000000	88
2026.08.03	09:03:53.341			179315	1.00000000	88
2026.08.03	09:03:53.348			179320	1.00000000	88
2026.08.03	09:03:53.352			179320	1.00000000	88
2026.08.03	09:03:53.358			179315	21.00000000	88
2026.08.03	09:03:53.359			179310	6.00000000	88
2026.08.03	09:03:53.359			179305	2.00000000	88
2026.08.03	09:03:53.359			179310	1.00000000	88
2026.08.03	09:03:53.360			179305	14.00000000	88
2026.08.03	09:03:53.370			179300	21.00000000	88
2026.08.03	09:03:53.383			179300	1.00000000	88
2026.08.03	09:03:53.400			179300	7.00000000	88
2026.08.03	09:03:53.402			179300	3.00000000	88
2026.08.03	09:03:53.402	179300				2
2026.08.03	09:03:53.402		179305			4
2026.08.03	09:03:53.469			179305	1.00000000	56
2026.08.03	09:03:53.488			179305	4.00000000	56
2026.08.03	09:03:53.488			179310	1.00000000	56
2026.08.03	09:03:53.490			179305	4.00000000	56
2026.08.03	09:03:53.507			179300	69.00000000	88
2026.08.03	09:03:53.509			179305	19.00000000	56
2026.08.03	09:03:53.525			179310	3.00000000	56
2026.08.03	09:03:53.528			179305	1.00000000	56
2026.08.03	09:03:53.529			179310	2.00000000	56
2026.08.03	09:03:53.530			179305	1.00000000	56
2026.08.03	09:03:53.530			179300	22.00000000	88
2026.08.03	09:03:53.541			179305	5.00000000	56
2026.08.03	09:03:53.554			179305	2.00000000	56
2026.08.03	09:03:53.555			179300	1.00000000	88
2026.08.03	09:03:53.557			179305	2.00000000	56
2026.08.03	09:03:53.561			179300	1.00000000	88
2026.08.03	09:03:53.606			179305	1.00000000	56
2026.08.03	09:03:53.609			179300	8.00000000	88
2026.08.03	09:03:53.620			179305	13.00000000	56
2026.08.03	09:03:53.629			179305	5.00000000	56
2026.08.03	09:03:53.629			179310	10.00000000	56
2026.08.03	09:03:53.629			179305	5.00000000	56
2026.08.03	09:03:53.630			179310	2.00000000	56
2026.08.03	09:03:53.630			179305	37.00000000	56
2026.08.03	09:03:53.632			179300	25.00000000	88
2026.08.03	09:03:53.637			179295	52.00000000	88
2026.08.03	09:03:53.638			179290	20.00000000	88
2026.08.03	09:03:53.638			179295	14.00000000	88
2026.08.03	09:03:53.639			179300	8.00000000	88
2026.08.03	09:03:53.639			179300	15.00000000	88
2026.08.03	09:03:53.663			179305	2.00000000	56
2026.08.03	09:03:53.665			179300	1.00000000	88
2026.08.03	09:03:53.667			179305	16.00000000	56
2026.08.03	09:03:53.668			179300	1.00000000	88
2026.08.03	09:03:53.680			179300	1.00000000	88
2026.08.03	09:03:53.700			179310	1.00000000	56
2026.08.03	09:03:53.700			179300	1.00000000	88
2026.08.03	09:03:53.713			179300	3.00000000	88
2026.08.03	09:03:53.729			179300	1.00000000	88
2026.08.03	09:03:53.737			179310	8.00000000	56
2026.08.03	09:03:53.744			179305	1.00000000	56
2026.08.03	09:03:53.744			179310	13.00000000	56
2026.08.03	09:03:53.759			179305	2.00000000	56
2026.08.03	09:03:53.769	179305				2
2026.08.03	09:03:53.769		179310			4
2026.08.03	09:03:53.769			179305	1.00000000	88
2026.08.03	09:03:53.779			179310	10.00000000	56
2026.08.03	09:03:53.792			179305	1.00000000	88
2026.08.03	09:03:53.794			179310	5.00000000	56
2026.08.03	09:03:53.799			179305	2.00000000	88
2026.08.03	09:03:53.801			179310	8.00000000	56
2026.08.03	09:03:53.813			179305	1.00000000	88
2026.08.03	09:03:53.819			179305	11.00000000	88
2026.08.03	09:03:53.838			179305	10.00000000	88
2026.08.03	09:03:53.839			179315	8.00000000	56
2026.08.03	09:03:53.839			179310	2.00000000	56
2026.08.03	09:03:53.847			179310	3.00000000	56
2026.08.03	09:03:53.868			179315	1.00000000	56
2026.08.03	09:03:53.876			179315	5.00000000	56
2026.08.03	09:03:53.877			179310	7.00000000	56
2026.08.03	09:03:53.884			179305	5.00000000	88
2026.08.03	09:03:53.888			179305	4.00000000	88
2026.08.03	09:03:53.903			179310	4.00000000	56
2026.08.03	09:03:53.904			179310	1.00000000	56
2026.08.03	09:03:53.922			179310	2.00000000	56
2026.08.03	09:03:53.924			179315	1.00000000	56
2026.08.03	09:03:53.947			179310	13.00000000	56
2026.08.03	09:03:53.960			179310	5.00000000	56
2026.08.03	09:03:53.978			179315	3.00000000	56
2026.08.03	09:03:53.989			179310	10.00000000	56
2026.08.03	09:03:53.993			179310	1.00000000	56
2026.08.03	09:03:53.999			179315	1.00000000	56
2026.08.03	09:03:54.000			179310	4.00000000	56
2026.08.03	09:03:54.043			179310	1.00000000	56
